vid,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
HDR_Cooking_amtt,4.7,1080,1920,yuv420p,30.0,150,8,32486593
HDR_Cooking_dfge,4.6,1080,1920,yuv420p,30.0,150,8,41377252
HDR_Cooking_e2q1,4.421,1080,1920,yuv420p,30.0,150,8,42364456
HDR_Cooking_efhz,4.513,1080,1920,yuv420p,30.0,150,8,32464492
HDR_Cooking_jzra,4.345,1080,1920,yuv420p,30.0,150,8,49087395
HDR_Cooking_k6uf,4.51,1080,1920,yuv420p,30.0,150,8,42664481
HDR_Cooking_l66b,4.521,1080,1920,yuv420p,30.0,150,8,48998699
HDR_Cooking_mlaw,4.552,1080,1920,yuv420p,30.0,150,8,34128024
HDR_Cooking_nc95,4.483,1080,1920,yuv420p,30.0,150,8,28276937
HDR_Cooking_oj8o,4.454,1080,1920,yuv420p,30.0,150,8,38072625
HDR_Cooking_pakv,4.114,1080,1920,yuv420p,30.0,150,8,22839620
HDR_Cooking_qdbb,4.417,1080,1920,yuv420p,30.0,150,8,34819384
HDR_Cooking_qkyb,4.328,1080,1920,yuv420p,30.0,150,8,40616518
HDR_Cooking_r006,4.662,1080,1920,yuv420p,30.0,150,8,54023788
HDR_Cooking_snnk,4.59,1080,1920,yuv420p,30.0,150,8,39365828
HDR_Cooking_tlkj,4.452,1080,1440,yuv420p,30.0,150,8,24244744
HDR_Cooking_tpy3,4.557,1080,1920,yuv420p,30.0,150,8,52213204
HDR_Cooking_ubhy,4.513,1080,1920,yuv420p,30.0,150,8,49364673
HDR_Cooking_urzg,4.405,1080,1920,yuv420p,30.0,150,8,54442264
HDR_Cooking_x7vm,4.332,1080,1920,yuv420p,30.0,150,8,48841801
HDR_Cooking_xq5f,4.496,1080,1920,yuv420p,30.0,150,8,36388043
HDR_Cooking_zrog,4.511,1080,1920,yuv420p,30.0,150,8,31339971
HDR_Cooking_zrqy,4.404,1080,1920,yuv420p,30.0,150,8,37547977
HDR_Dance_1vkd,4.469,1080,1920,yuv420p,30.0,150,8,36207049
HDR_Dance_58z1,4.368,1080,1920,yuv420p,30.0,150,8,27166009
HDR_Dance_5ygw,4.328,1080,1920,yuv420p,30.0,150,8,51519953
HDR_Dance_67lp,4.382,1080,1920,yuv420p,30.0,150,8,47941115
HDR_Dance_67nw,4.504,1080,1920,yuv420p,30.0,150,8,56181267
HDR_Dance_6n9p,4.023,1080,1920,yuv420p,30.0,150,8,47468531
HDR_Dance_8f4h,4.335,1080,1920,yuv420p,30.0,150,8,42993009
HDR_Dance_aiu0,4.455,1080,1920,yuv420p,30.0,150,8,43173102
HDR_Dance_akef,4.311,1080,1920,yuv420p,30.0,150,8,57435003
HDR_Dance_b9rv,4.759,1080,1920,yuv420p,30.0,150,8,38882736
HDR_Dance_de5g,4.573,1080,1920,yuv420p,30.0,150,8,35564278
HDR_Dance_f5nz,3.85,1080,1920,yuv420p,30.0,150,8,48805369
HDR_Dance_fkb1,4.267,1080,1920,yuv420p,30.0,150,8,55911640
HDR_Dance_gjzp,4.138,1080,1920,yuv420p,30.0,150,8,33810321
HDR_Dance_gqcp,4.235,1080,1920,yuv420p,30.0,150,8,44699174
HDR_Dance_hk4b,3.7,1080,1920,yuv420p,30.0,150,8,33937987
HDR_Dance_iawn,4.757,1080,1920,yuv420p,30.0,150,8,63086752
HDR_Dance_jd1u,4.558,1080,1920,yuv420p,30.0,150,8,58146633
HDR_Dance_kj77,4.547,1080,1920,yuv420p,30.0,150,8,41589612
HDR_Dance_kq67,4.35,1080,1920,yuv420p,30.0,150,8,43126822
HDR_Dance_m264,4.505,1080,1920,yuv420p,30.0,150,8,52510540
HDR_Dance_qvu7,4.213,1080,1920,yuv420p,30.0,150,8,48934510
HDR_Dance_r24s,3.938,1080,1920,yuv420p,30.0,150,8,45412804
HDR_Dance_s2rx,4.241,1080,1920,yuv420p,30.0,150,8,59199990
HDR_Dance_t4nk,4.304,1080,1920,yuv420p,30.0,150,8,35629393
HDR_Dance_t51d,4.433,1080,1920,yuv420p,30.0,150,8,53222972
HDR_Dance_tqig,4.15,1080,1920,yuv420p,30.0,150,8,27024001
HDR_Dance_un1e,4.395,1080,1920,yuv420p,30.0,150,8,48467292
HDR_Dance_x6gc,4.503,1080,1920,yuv420p,30.0,150,8,62559950
HDR_Dance_zpvx,3.75,1080,1920,yuv420p,30.0,150,8,34830580
HDR_Gameplay_1krh,4.215,1080,1920,yuv420p,30.0,150,8,23500380
HDR_Gameplay_1mxe,4.071,1080,1920,yuv420p,30.0,150,8,2117977
HDR_Gameplay_1vj1,4.207,1080,1080,yuv420p,30.0,150,8,17887422
HDR_Gameplay_406e,4.208,1080,1080,yuv420p,30.0,150,8,9812185
HDR_Gameplay_888f,4.214,1080,1080,yuv420p,30.0,150,8,2519976
HDR_Gameplay_9772,4.324,1080,1080,yuv420p,30.0,150,8,3472254
HDR_Gameplay_a4nz,4.152,1080,1920,yuv420p,30.0,150,8,9528529
HDR_Gameplay_a7q5,4.03,1080,1920,yuv420p,30.0,150,8,9221460
HDR_Gameplay_azfo,2.927,1080,1920,yuv420p,30.0,150,8,43766060
HDR_Gameplay_d8zd,4.042,1080,1080,yuv420p,30.0,150,8,13089451
HDR_Gameplay_dfmh,3.805,1080,1080,yuv420p,30.0,150,8,7530988
HDR_Gameplay_e8tu,4.379,1080,1920,yuv420p,30.0,150,8,12575377
HDR_Gameplay_fmw7,4.086,1080,1080,yuv420p,30.0,150,8,14146163
HDR_Gameplay_gw8n,4.233,1080,1920,yuv420p,30.0,150,8,9500387
HDR_Gameplay_hg84,4.162,1080,1080,yuv420p,30.0,150,8,8675632
HDR_Gameplay_hvnw,3.97,1080,1080,yuv420p,30.0,150,8,5678312
HDR_Gameplay_j60l,3.74,1080,1920,yuv420p,30.0,150,8,61157880
HDR_Gameplay_jw9p,3.957,1080,1080,yuv420p,30.0,150,8,18710827
HDR_Gameplay_ljyq,4.3,1080,1440,yuv420p,30.0,150,8,28823459
HDR_Gameplay_must,4.305,1080,1080,yuv420p,30.0,150,8,4161198
HDR_Gameplay_ns97,4.433,1080,1920,yuv420p,30.0,150,8,10238209
HDR_Gameplay_owrm,4.248,1080,1920,yuv420p,30.0,150,8,27480769
HDR_Gameplay_qi8c,4.379,1080,1920,yuv420p,30.0,150,8,30415590
HDR_Gameplay_qzes,4.336,1080,1920,yuv420p,30.0,150,8,33199070
HDR_Gameplay_stuf,4.437,1080,1080,yuv420p,30.0,150,8,7070708
HDR_Gameplay_t11g,4.119,1080,1080,yuv420p,30.0,150,8,7764646
HDR_Gameplay_tqqc,3.185,1080,1920,yuv420p,30.0,150,8,54838646
HDR_Gameplay_u84c,4.304,1080,1080,yuv420p,30.0,150,8,11841315
HDR_Gameplay_ussk,3.786,1080,1920,yuv420p,30.0,150,8,18142547
HDR_Gameplay_vy7x,4.217,1080,1920,yuv420p,30.0,150,8,17099302
HDR_Health_2czn,4.51,1080,1536,yuv420p,30.0,120,8,17861256
HDR_Health_2lga,4.206,1080,1920,yuv420p,30.0,150,8,21876468
HDR_Health_31bd,4.472,1080,1920,yuv420p,30.0,150,8,19314835
HDR_Health_4vnh,4.326,1080,1920,yuv420p,30.0,150,8,53734392
HDR_Health_5g7i,4.477,1080,1920,yuv420p,30.0,150,8,52283886
HDR_Health_6ic7,4.242,1080,1920,yuv420p,30.0,150,8,52596206
HDR_Health_7m1q,4.293,1080,1920,yuv420p,30.0,150,8,24969953
HDR_Health_810o,4.36,1080,1920,yuv420p,30.0,150,8,57684979
HDR_Health_8esa,3.967,1080,1920,yuv420p,30.0,150,8,75523612
HDR_Health_9xfj,4.467,1080,1920,yuv420p,30.0,150,8,37130916
HDR_Health_aqik,4.218,1080,1920,yuv420p,30.0,150,8,26827243
HDR_Health_biry,4.604,1080,1920,yuv420p,30.0,150,8,34003070
HDR_Health_d3j5,4.665,1080,1920,yuv420p,30.0,150,8,52133372
HDR_Health_fzcr,4.385,1080,1308,yuv420p,30.0,63,8,16913314
HDR_Health_g1bb,4.6,1080,1920,yuv420p,30.0,150,8,43909368
HDR_Health_g9bc,4.305,1080,1920,yuv420p,30.0,150,8,57398668
HDR_Health_gugq,4.362,1080,1920,yuv420p,30.0,150,8,34087761
HDR_Health_gyil,4.395,1080,1920,yuv420p,30.0,150,8,48156342
HDR_Health_idgw,4.184,1080,1920,yuv420p,30.0,150,8,52302878
HDR_Health_ikei,3.928,1080,1080,yuv420p,30.0,150,8,14897339
HDR_Health_izd4,4.496,1080,1920,yuv420p,30.0,150,8,38648860
HDR_Health_luxv,4.4,1080,1920,yuv420p,30.0,150,8,24604204
HDR_Health_m80a,4.809,1080,1920,yuv420p,30.0,150,8,24351012
HDR_Health_ne3z,4.37,1080,1920,yuv420p,30.0,150,8,27768276
HDR_Health_r0o5,4.414,1080,1920,yuv420p,30.0,150,8,29621091
HDR_Health_tx49,4.754,1080,1920,yuv420p,30.0,150,8,41960516
HDR_Health_uujj,4.47,1080,1920,yuv420p,30.0,150,8,45553123
HDR_Health_vytk,4.287,1080,1920,yuv420p,30.0,150,8,91761419
HDR_Health_xf6u,4.581,1080,1920,yuv420p,30.0,151,8,25592589
HDR_Health_y8bw,4.393,1080,1920,yuv420p,30.0,150,8,44907051
HDR_Hobby_2hib,4.517,1080,1920,yuv420p,30.0,150,8,37177296
HDR_Hobby_3ek6,3.945,1080,1920,yuv420p,30.0,150,8,36865529
HDR_Hobby_3vt1,4.571,1080,1920,yuv420p,30.0,71,8,20433623
HDR_Hobby_46lx,4.596,1080,1920,yuv420p,30.0,150,8,42029908
HDR_Hobby_53dj,4.48,1080,1920,yuv420p,30.0,150,8,32961774
HDR_Hobby_573v,4.635,1080,1920,yuv420p,30.0,150,8,54192963
HDR_Hobby_5f9g,3.987,1080,1920,yuv420p,30.0,150,8,42957622
HDR_Hobby_6lzd,4.459,1080,1920,yuv420p,30.0,150,8,39624816
HDR_Hobby_7uh0,4.493,1080,1920,yuv420p,30.0,150,8,38862017
HDR_Hobby_9fu4,4.573,1080,1920,yuv420p,30.0,150,8,46257668
HDR_Hobby_9w0i,4.542,1080,1920,yuv420p,30.0,150,8,41531990
HDR_Hobby_byua,4.273,1080,1920,yuv420p,30.0,150,8,40575152
HDR_Hobby_dsi0,4.457,1080,1920,yuv420p,30.0,150,8,50492083
HDR_Hobby_e8pq,3.775,1080,1920,yuv420p,30.0,150,8,51804350
HDR_Hobby_fyo5,4.35,1080,1920,yuv420p,30.0,150,8,34247395
HDR_Hobby_hfrs,4.695,1080,1920,yuv420p,30.0,150,8,42154160
HDR_Hobby_hht4,4.477,1080,1920,yuv420p,30.0,150,8,30984953
HDR_Hobby_hkqr,4.65,1080,1920,yuv420p,30.0,150,8,33109840
HDR_Hobby_itvi,4.546,1080,1920,yuv420p,30.0,150,8,27991203
HDR_Hobby_owmm,4.525,1080,1920,yuv420p,30.0,150,8,41982488
HDR_Hobby_pelk,4.638,1080,1920,yuv420p,30.0,150,8,33714654
HDR_Hobby_q3un,4.492,1080,1920,yuv420p,30.0,150,8,36350633
HDR_Hobby_qvrr,4.127,1080,1920,yuv420p,30.0,150,8,24296520
HDR_Hobby_r7i4,4.571,1080,1918,yuv420p,30.0,150,8,37677688
HDR_Hobby_r8vt,4.507,1080,1920,yuv420p,30.0,150,8,42997110
HDR_Hobby_tejr,4.482,1080,1920,yuv420p,30.0,150,8,46269288
HDR_Hobby_uuuw,4.346,1080,1920,yuv420p,30.0,150,8,57880160
HDR_Hobby_v4zo,4.17,1080,1920,yuv420p,30.0,150,8,35969651
HDR_Hobby_v6ak,4.677,1080,1920,yuv420p,30.0,150,8,63502398
HDR_Hobby_zop4,4.514,1080,1920,yuv420p,30.0,150,8,34579376
HDR_Music_1p7z,4.396,1080,1920,yuv420p,30.0,150,8,44100315
HDR_Music_92pt,3.837,1080,1920,yuv420p,30.0,150,8,46507644
HDR_Music_awyi,3.848,1080,1920,yuv420p,30.0,150,8,53120558
HDR_Music_bz0c,4.342,1080,1920,yuv420p,30.0,150,8,40210156
HDR_Music_cr4j,4.171,1080,1920,yuv420p,30.0,150,8,67262568
HDR_Music_cs5e,4.577,1080,1920,yuv420p,30.0,150,8,32885560
HDR_Music_dben,4.714,1080,1920,yuv420p,30.0,150,8,26337947
HDR_Music_ehgv,4.228,1080,1920,yuv420p,30.0,150,8,33542244
HDR_Music_fn6v,4.489,1080,1920,yuv420p,30.0,150,8,54028163
HDR_Music_g0ki,4.582,1080,1920,yuv420p,30.0,150,8,46999924
HDR_Music_i1f4,4.4,1080,1920,yuv420p,30.0,150,8,48146032
HDR_Music_im4l,4.328,1080,1920,yuv420p,30.0,150,8,25026446
HDR_Music_kg8m,4.121,1080,1920,yuv420p,30.0,150,8,69809454
HDR_Music_m9v5,4.261,1080,1920,yuv420p,30.0,150,8,42275956
HDR_Music_mp1v,4.304,1080,1920,yuv420p,30.0,150,8,39501737
HDR_Music_npko,4.275,1080,1920,yuv420p,30.0,150,8,37918358
HDR_Music_o3lb,4.047,1080,1920,yuv420p,30.0,150,8,47198230
HDR_Music_p1au,4.517,1080,1920,yuv420p,30.0,150,8,38931686
HDR_Music_pt3b,4.27,1080,1920,yuv420p,30.0,150,8,30300265
HDR_Music_q1ea,4.341,1080,1920,yuv420p,30.0,150,8,32239692
HDR_Music_rifh,4.597,1080,1920,yuv420p,30.0,150,8,37789803
HDR_Music_sfnl,4.081,1080,1920,yuv420p,30.0,150,8,38909696
HDR_Music_t5ui,4.56,1080,1920,yuv420p,30.0,104,8,27818570
HDR_Music_vdq5,4.552,1080,1920,yuv420p,30.0,137,8,40932066
HDR_Music_x53a,4.295,1080,1920,yuv420p,30.0,150,8,32307216
HDR_Music_ydht,3.412,1080,1920,yuv420p,30.0,150,8,43288766
HDR_Music_ymtl,4.341,1080,1920,yuv420p,30.0,150,8,53465057
HDR_Music_yp8e,3.985,1080,1920,yuv420p,30.0,150,8,53144939
HDR_Music_yybh,4.359,1080,1920,yuv420p,30.0,150,8,49197940
HDR_Music_zqnc,4.613,1080,1920,yuv420p,30.0,150,8,54666809
HDR_Society_05xx,4.421,1920,1080,yuv420p,30.0,150,8,36299280
HDR_Society_34jz,4.762,1080,1920,yuv420p,30.0,150,8,52381732
HDR_Society_5zl8,4.274,1080,1920,yuv420p,30.0,150,8,20578529
HDR_Society_9f1l,4.455,1080,1920,yuv420p,30.0,151,8,27472108
HDR_Society_9hkl,4.366,1080,1920,yuv420p,30.0,150,8,35384020
HDR_Society_brhh,4.626,1080,1920,yuv420p,30.0,150,8,24944664
HDR_Society_cd4b,4.375,1080,1920,yuv420p,30.0,150,8,40055217
HDR_Society_dg0s,4.243,1080,1920,yuv420p,30.0,150,8,25282795
HDR_Society_dti0,4.436,1080,1920,yuv420p,30.0,150,8,19810804
HDR_Society_f2be,3.97,1080,1920,yuv420p,30.0,150,8,25024896
HDR_Society_fph7,4.362,1080,1920,yuv420p,30.0,150,8,54877281
HDR_Society_huzr,4.356,1080,1920,yuv420p,30.0,150,8,52983284
HDR_Society_i8jg,3.063,1080,1920,yuv420p,30.0,150,8,30383340
HDR_Society_ikls,4.589,1080,1920,yuv420p,30.0,150,8,51431595
HDR_Society_irls,4.109,1080,1920,yuv420p,30.0,150,8,19449937
HDR_Society_jixz,4.433,1080,1920,yuv420p,30.0,150,8,30197443
HDR_Society_jtbw,4.7,1080,1920,yuv420p,30.0,150,8,64884348
HDR_Society_ksgs,4.464,1080,1920,yuv420p,30.0,150,8,22716859
HDR_Society_l9nn,4.489,1080,1920,yuv420p,30.0,150,8,29085908
HDR_Society_m7or,4.611,1080,1920,yuv420p,30.0,150,8,53979344
HDR_Society_no2f,4.389,1080,1920,yuv420p,30.0,150,8,14346068
HDR_Society_pezt,4.592,1080,1920,yuv420p,30.0,150,8,36391073
HDR_Society_ruyn,4.486,1080,1920,yuv420p,30.0,150,8,38550811
HDR_Society_tzyf,4.059,1080,1920,yuv420p,30.0,150,8,34211224
HDR_Society_u3d2,4.1,1080,1920,yuv420p,30.0,150,8,57286275
HDR_Society_uzf6,4.277,1080,1920,yuv420p,30.0,150,8,26969531
HDR_Society_wrcj,4.47,1080,1920,yuv420p,30.0,150,8,42509068
HDR_Society_x4k8,4.273,1080,1920,yuv420p,30.0,150,8,30371430
HDR_Society_x95q,4.638,1080,1920,yuv420p,30.0,150,8,43499840
HDR_Society_xi7b,3.961,1080,1920,yuv420p,30.0,150,8,24395408
HDR_Speech_0w9s,4.471,1080,1920,yuv420p,30.0,150,8,34363203
HDR_Speech_1m8n,3.176,1080,1920,yuv420p,30.0,150,8,16790420
HDR_Speech_2ynj,4.693,1080,1920,yuv420p,30.0,150,8,31292070
HDR_Speech_53ht,4.387,1080,1920,yuv420p,30.0,150,8,46205505
HDR_Speech_55qu,4.53,1080,1920,yuv420p,30.0,150,8,23371832
HDR_Speech_6ns5,4.526,1080,1920,yuv420p,30.0,150,8,31478067
HDR_Speech_70oh,2.885,1080,1920,yuv420p,30.0,150,8,13313636
HDR_Speech_923w,3.542,1080,1920,yuv420p,30.0,150,8,16033096
HDR_Speech_asqs,3.523,1080,1920,yuv420p,30.0,150,8,11903134
HDR_Speech_b6jj,3.97,1080,1920,yuv420p,30.0,150,8,17211292
HDR_Speech_bijy,4.372,1080,1920,yuv420p,30.0,150,8,16368504
HDR_Speech_brnm,4.195,1080,1916,yuv420p,30.0,150,8,12317862
HDR_Speech_cvtc,4.425,1080,1920,yuv420p,30.0,150,8,42439196
HDR_Speech_djhx,3.748,1080,1922,yuv420p,30.0,150,8,13751073
HDR_Speech_e2vt,3.85,1080,1916,yuv420p,30.0,150,8,16291784
HDR_Speech_iqnb,3.65,1080,1920,yuv420p,30.0,150,8,8267539
HDR_Speech_khzl,4.554,1080,1920,yuv420p,30.0,150,8,47039817
HDR_Speech_knk1,3.305,1080,1920,yuv420p,30.0,150,8,17734532
HDR_Speech_liac,4.512,1080,1920,yuv420p,30.0,150,8,18831521
HDR_Speech_lpoc,3.337,1080,1916,yuv420p,30.0,150,8,18688348
HDR_Speech_mx3w,3.622,1080,1920,yuv420p,30.0,150,8,14987947
HDR_Speech_npel,3.818,1080,1916,yuv420p,30.0,150,8,16156064
HDR_Speech_olbr,3.717,1080,1920,yuv420p,30.0,150,8,18499505
HDR_Speech_q8xs,4.696,1080,1920,yuv420p,30.0,150,8,43166198
HDR_Speech_rbsv,4.167,1080,1920,yuv420p,30.0,150,8,38723723
HDR_Speech_ta09,4.445,1080,1920,yuv420p,30.0,150,8,21530510
HDR_Speech_tmvz,4.604,1080,1920,yuv420p,30.0,150,8,27305462
HDR_Speech_tzra,3.434,1080,1920,yuv420p,30.0,150,8,20649702
HDR_Speech_wo6y,4.173,1080,1920,yuv420p,30.0,150,8,36882816
HDR_Speech_xszh,3.876,1080,1916,yuv420p,30.0,150,8,15385820
HDR_Sports_0jub,4.15,1080,1920,yuv420p,30.0,150,8,46321486
HDR_Sports_2qnv,4.207,1080,1920,yuv420p,30.0,150,8,43263888
HDR_Sports_3mv6,4.545,1080,1920,yuv420p,30.0,150,8,39666328
HDR_Sports_3vuq,4.227,1080,1920,yuv420p,30.0,150,8,36129142
HDR_Sports_4z0e,4.494,1080,1644,yuv420p,30.0,150,8,33727779
HDR_Sports_4zd6,4.545,1080,1798,yuv420p,30.0,150,8,47409323
HDR_Sports_61cb,4.51,1080,1920,yuv420p,30.0,150,8,56606713
HDR_Sports_9svp,4.474,1080,1920,yuv420p,30.0,150,8,48309436
HDR_Sports_a5ip,4.156,1080,1920,yuv420p,30.0,150,8,44423881
HDR_Sports_fsi1,4.16,1080,1920,yuv420p,30.0,150,8,47554171
HDR_Sports_g30a,4.496,1080,1920,yuv420p,30.0,150,8,56838435
HDR_Sports_ggrm,4.4,1080,1920,yuv420p,30.0,150,8,57846273
HDR_Sports_h1ig,4.592,1080,1920,yuv420p,30.0,150,8,46524892
HDR_Sports_ivdy,4.033,1080,1920,yuv420p,30.0,150,8,21679579
HDR_Sports_kaha,3.556,1080,1920,yuv420p,30.0,150,8,49699544
HDR_Sports_kum0,4.315,1080,1920,yuv420p,30.0,150,8,48777854
HDR_Sports_lzap,3.728,1080,1920,yuv420p,30.0,150,8,24887889
HDR_Sports_n0qo,4.252,1080,1920,yuv420p,30.0,150,8,58453646
HDR_Sports_ndxs,4.55,1080,1920,yuv420p,30.0,150,8,55370771
HDR_Sports_nm7p,4.481,1080,1920,yuv420p,30.0,150,8,35665424
HDR_Sports_ocmo,4.606,1080,1920,yuv420p,30.0,150,8,61807720
HDR_Sports_oj1y,4.641,1080,1920,yuv420p,30.0,150,8,30520396
HDR_Sports_qqi0,4.548,1080,1920,yuv420p,30.0,150,8,57799779
HDR_Sports_r4gu,4.428,1080,1902,yuv420p,30.0,150,8,49067179
HDR_Sports_si50,4.343,1080,1920,yuv420p,30.0,150,8,56058712
HDR_Sports_u6xm,3.4,1080,1920,yuv420p,30.0,150,8,25050376
HDR_Sports_u705,3.994,1080,1920,yuv420p,30.0,150,8,60248809
HDR_Sports_v5et,4.513,1080,1920,yuv420p,30.0,150,8,100237556
HDR_Sports_w5le,4.617,1080,1654,yuv420p,30.0,150,8,36846772
HDR_Sports_zggg,4.309,1080,1920,yuv420p,30.0,150,8,37018180
HDR_Unknown_005r,4.543,1080,1920,yuv420p,30.0,108,8,50926308
HDR_Unknown_00d4,4.619,1080,1920,yuv420p,30.0,150,8,32945035
HDR_Unknown_00yp,4.264,1080,1920,yuv420p,30.0,150,8,27839590
HDR_Unknown_0200,4.661,1080,1920,yuv420p,30.0,150,8,51757313
HDR_Unknown_02si,4.311,1080,1920,yuv420p,30.0,150,8,74558865
HDR_Unknown_039v,4.6,1080,1920,yuv420p,30.0,150,8,51090822
HDR_Unknown_04f3,4.627,1080,1920,yuv420p,30.0,150,8,38666836
HDR_Unknown_05iv,4.637,1080,1920,yuv420p,30.0,150,8,47020499
HDR_Unknown_0659,4.283,1080,1920,yuv420p,30.0,150,8,60355667
HDR_Unknown_06rr,4.359,1080,1920,yuv420p,30.0,150,8,51553329
HDR_Unknown_07hk,4.552,1080,1920,yuv420p,30.0,150,8,38200465
HDR_Unknown_07sn,4.394,1080,1920,yuv420p,30.0,150,8,27741436
HDR_Unknown_09e5,4.591,1080,1920,yuv420p,30.0,134,8,40744289
HDR_Unknown_0agg,4.605,1080,1920,yuv420p,30.0,150,8,21415814
HDR_Unknown_0bsv,4.192,1080,1920,yuv420p,30.0,150,8,24381028
HDR_Unknown_0c44,4.356,1080,1920,yuv420p,30.0,150,8,40971270
HDR_Unknown_0d1o,3.965,1080,1920,yuv420p,30.0,150,8,29629065
HDR_Unknown_0et3,4.322,1080,1920,yuv420p,30.0,150,8,86309880
HDR_Unknown_0f9i,4.296,1080,1920,yuv420p,30.0,150,8,47737380
HDR_Unknown_0gat,4.533,1080,1920,yuv420p,30.0,150,8,32422827
HDR_Unknown_0jng,4.457,1080,1920,yuv420p,30.0,150,8,38539628
HDR_Unknown_0k51,4.565,1080,1920,yuv420p,30.0,150,8,49026929
HDR_Unknown_0kf9,4.543,1080,1920,yuv420p,30.0,150,8,20384744
HDR_Unknown_0kx6,4.44,1080,1920,yuv420p,30.0,150,8,27138729
HDR_Unknown_0kyi,4.161,1080,1920,yuv420p,30.0,150,8,41360534
HDR_Unknown_0ld3,4.493,1080,1920,yuv420p,30.0,150,8,35910212
HDR_Unknown_0mnx,4.441,1080,1920,yuv420p,30.0,150,8,20473868
HDR_Unknown_0nab,4.5,1080,1920,yuv420p,30.0,150,8,34384670
HDR_Unknown_0ofv,3.658,1080,1920,yuv420p,30.0,150,8,16021582
HDR_Unknown_0pmx,4.6,1080,1920,yuv420p,30.0,150,8,39572121
HDR_Unknown_0rq0,4.383,1080,1920,yuv420p,30.0,150,8,31278531
HDR_Unknown_0rs8,3.347,1080,1920,yuv420p,30.0,150,8,20064052
HDR_Unknown_0tjz,3.567,1080,1920,yuv420p,30.0,150,8,66701355
HDR_Unknown_0vd4,4.483,1080,1920,yuv420p,30.0,150,8,45473500
HDR_Unknown_0vd5,4.62,1080,1920,yuv420p,30.0,150,8,46621006
HDR_Unknown_0vpb,4.579,1080,1920,yuv420p,30.0,150,8,46529771
HDR_Unknown_0wav,4.417,1080,1920,yuv420p,30.0,150,8,33232433
HDR_Unknown_0wrw,4.411,1080,1920,yuv420p,30.0,150,8,69595006
HDR_Unknown_0wx7,4.275,1080,1920,yuv420p,30.0,150,8,84381387
HDR_Unknown_0xi9,4.668,1080,1920,yuv420p,30.0,150,8,35628235
HDR_Unknown_0xoa,4.05,1080,1920,yuv420p,30.0,150,8,13875376
HDR_Unknown_0yea,4.212,1080,1920,yuv420p,30.0,150,8,41853481
