vid,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
SDR_Animal_b112,4.389,1080,1920,yuv420p,30.0,150,8,31108219
SDR_Animal_b8l8,4.116,1080,1920,yuv420p,30.0,152,8,9784160
SDR_Animal_basy,4.574,1080,1920,yuv420p,30.0,150,8,13874864
SDR_Animal_c1i2,4.254,1080,1920,yuv420p,30.0,151,8,13194685
SDR_Animal_canm,4.468,1080,1920,yuv420p,30.0,150,8,50737659
SDR_Animal_d36e,3.443,1080,1920,yuv420p,30.0,151,8,38256459
SDR_Animal_di3y,4.197,1080,1920,yuv420p,30.0,150,8,22144232
SDR_Animal_drd6,3.061,1080,1920,yuv420p,30.0,152,8,13473814
SDR_Animal_e1zv,4.4,1080,1920,yuv420p,30.0,152,8,18293766
SDR_Animal_ec0b,4.068,1080,1920,yuv420p,30.0,151,8,17359384
SDR_Animal_edaa,3.803,1080,1920,yuv420p,30.0,150,8,25697664
SDR_Animal_ehby,4.488,1080,1920,yuv420p,30.0,153,8,29236160
SDR_Animal_ejte,4.54,1080,1920,yuv420p,30.0,152,8,6012186
SDR_Animal_elu0,4.386,1080,1920,yuv420p,30.0,150,8,26736236
SDR_Animal_f4pd,4.35,1080,1920,yuv420p,30.0,150,8,4959425
SDR_Animal_f8fr,3.44,1080,1920,yuv420p,30.0,153,8,3929430
SDR_Animal_faii,4.108,1080,1920,yuv420p,30.0,151,8,24238800
SDR_Animal_fmxd,4.266,1080,1920,yuv420p,30.0,150,8,42995792
SDR_Animal_foz7,2.746,1080,1920,yuv420p,30.0,152,8,9741260
SDR_Animal_fpvv,4.343,1080,1920,yuv420p,30.0,150,8,51738086
SDR_Animal_fxq3,3.128,1080,1920,yuv420p,30.0,151,8,12009374
SDR_Animal_g3dw,4.317,1080,1920,yuv420p,30.0,153,8,9578545
SDR_Animal_g4my,4.582,1080,1920,yuv420p,30.0,153,8,13516804
SDR_Animal_gckp,4.611,1080,1920,yuv420p,30.0,150,8,26943043
SDR_Animal_gibp,3.759,1080,1920,yuv420p,30.0,156,8,10096027
SDR_Animal_glnd,4.519,1080,1920,yuv420p,30.0,151,8,31593159
SDR_Animal_h30m,4.022,1080,1920,yuv420p,30.0,151,8,27519321
SDR_Animal_h52v,4.388,1080,1920,yuv420p,30.0,152,8,14759741
SDR_Animal_h84q,4.313,1080,1920,yuv420p,30.0,150,8,29594600
SDR_Animal_hi6u,3.65,1080,1920,yuv420p,30.0,150,8,17958944
SDR_Animal_hjpo,4.354,1080,1920,yuv420p,30.0,151,8,15268410
SDR_Animal_i0m7,3.64,1080,1920,yuv420p,30.0,150,8,12345193
SDR_Animal_i5km,4.317,1080,1920,yuv420p,30.0,151,8,28092294
SDR_Animal_i61u,3.5,1080,1920,yuv420p,30.0,153,8,18226037
SDR_Animal_in6h,4.332,1080,1920,yuv420p,30.0,153,8,11388867
SDR_Animal_ioj6,4.12,1080,1920,yuv420p,30.0,150,8,27073932
SDR_Animal_ioxo,4.153,1080,1920,yuv420p,30.0,151,8,32997951
SDR_Animal_is0g,4.419,1080,1920,yuv420p,30.0,150,8,54090193
SDR_Animal_it97,4.5,1080,1920,yuv420p,30.0,154,8,14072481
SDR_Animal_j0hv,3.263,1080,1920,yuv420p,30.0,150,8,24685886
SDR_Animal_j0z3,4.289,1080,1920,yuv420p,30.0,151,8,10206165
SDR_Animal_je0p,3.915,1080,1920,yuv420p,30.0,150,8,49671500
SDR_Animal_jkjo,2.776,1080,1920,yuv420p,30.0,153,8,20765245
SDR_Animal_jom0,4.21,1080,1920,yuv420p,30.0,151,8,9859233
SDR_Animal_js2u,3.75,1080,1920,yuv420p,30.0,151,8,28333858
SDR_Animal_jz9q,3.792,1080,1920,yuv420p,30.0,151,8,24193826
SDR_Animal_k588,4.117,1080,1920,yuv420p,30.0,150,8,63106864
SDR_Animal_kt1t,4.638,1080,1920,yuv420p,30.0,151,8,7155631
SDR_Animal_kze5,4.5,1080,1920,yuv420p,30.0,153,8,17459979
SDR_Animal_l6o6,4.386,1080,1920,yuv420p,30.0,152,8,2836689
SDR_Animal_lbne,4.141,1080,1920,yuv420p,30.0,152,8,8213107
SDR_Animal_lcsz,4.462,1080,1920,yuv420p,30.0,150,8,29392822
SDR_Animal_lg4n,2.503,1080,1920,yuv420p,30.0,151,8,16088007
SDR_Animal_lgp3,3.726,1080,1920,yuv420p,30.0,150,8,5167068
SDR_Animal_ljwl,4.35,1080,1920,yuv420p,30.0,152,8,22620097
SDR_Animal_lsw0,4.226,1080,1920,yuv420p,30.0,152,8,6778661
SDR_Animal_m3ad,3.612,1080,1920,yuv420p,30.0,150,8,19054430
SDR_Animal_mgax,4.445,1080,1920,yuv420p,30.0,153,8,9530542
SDR_Animal_mhzm,4.082,1080,1920,yuv420p,30.0,151,8,27283740
SDR_Animal_ngw1,4.404,1080,1920,yuv420p,30.0,150,8,18997518
SDR_Animal_nhmc,3.856,1080,1920,yuv420p,30.0,151,8,22659650
SDR_Animal_ni7m,4.137,1080,1920,yuv420p,30.0,151,8,9576847
SDR_Animal_nu5z,3.453,1080,1920,yuv420p,30.0,152,8,6756737
SDR_Animal_nuuo,4.267,1080,1920,yuv420p,30.0,151,8,45023705
SDR_Animal_nvct,3.854,1080,1920,yuv420p,30.0,150,8,21831889
SDR_Animal_nz1j,3.723,1080,1920,yuv420p,30.0,151,8,5083314
SDR_Animal_o2a1,4.26,1080,1920,yuv420p,30.0,150,8,40875590
SDR_Animal_o3it,4.375,1080,1920,yuv420p,30.0,152,8,7483875
SDR_Animal_oh2g,4.719,1080,1920,yuv420p,30.0,151,8,32856971
SDR_Animal_om14,3.854,1080,1920,yuv420p,30.0,150,8,33967196
SDR_Animal_oqo7,4.412,1080,1920,yuv420p,30.0,151,8,40648157
SDR_Animal_p1el,3.543,1080,1920,yuv420p,30.0,150,8,11188504
SDR_Animal_p33x,3.585,1080,1920,yuv420p,30.0,150,8,18717062
SDR_Animal_p364,3.881,1080,1920,yuv420p,30.0,150,8,64718931
SDR_Animal_p7b2,3.854,1080,1920,yuv420p,30.0,151,8,25408107
SDR_Animal_p7ue,2.767,1080,1920,yuv420p,30.0,150,8,16340100
SDR_Animal_pef4,3.823,1080,1920,yuv420p,30.0,150,8,42233008
SDR_Animal_pgh8,4.119,1080,1920,yuv420p,30.0,151,8,25832013
SDR_Animal_pxg4,4.226,1080,1920,yuv420p,30.0,150,8,52536806
SDR_Animal_py2s,4.3,1080,1920,yuv420p,30.0,151,8,25875612
SDR_Animal_q0vy,4.206,1080,1920,yuv420p,30.0,151,8,22569701
SDR_Animal_qc7d,3.541,1080,1920,yuv420p,30.0,150,8,17128377
SDR_Animal_qdz7,2.905,1080,1920,yuv420p,30.0,151,8,19522579
SDR_Animal_qez5,3.196,1080,1920,yuv420p,30.0,152,8,13285312
SDR_Animal_qg8h,4.079,1080,1920,yuv420p,30.0,153,8,17795915
SDR_Animal_qgra,3.524,1080,1920,yuv420p,30.0,153,8,16765247
SDR_Animal_qr4c,3.684,1080,1920,yuv420p,30.0,150,8,30491232
SDR_Animal_r4rn,4.132,1080,1920,yuv420p,30.0,151,8,46944211
SDR_Animal_r8j6,3.936,1080,1920,yuv420p,30.0,151,8,12625859
SDR_Animal_rdto,3.877,1080,1920,yuv420p,30.0,151,8,33918254
SDR_Animal_rgh7,4.522,1080,1920,yuv420p,30.0,151,8,15545284
SDR_Animal_rivi,4.221,1080,1920,yuv420p,30.0,150,8,14186160
SDR_Animal_rjnr,4.526,1080,1920,yuv420p,30.0,150,8,47971782
SDR_Animal_rm27,4.07,1080,1920,yuv420p,30.0,152,8,20695307
SDR_Animal_sfir,3.185,1080,1920,yuv420p,30.0,152,8,4004442
SDR_Animal_sn08,3.81,1080,1920,yuv420p,30.0,150,8,26524873
SDR_Animal_sp8t,4.304,1080,1920,yuv420p,30.0,152,8,18051394
SDR_Animal_svkv,3.589,1080,1920,yuv420p,30.0,150,8,24221766
SDR_Animal_svq5,3.916,1080,1920,yuv420p,30.0,151,8,28739485
SDR_Animal_sz6j,4.358,1080,1920,yuv420p,30.0,151,8,20506668
SDR_Animal_t6go,4.485,1080,1920,yuv420p,30.0,150,8,36671379
SDR_Animal_tfhh,3.261,1080,1920,yuv420p,30.0,151,8,24849302
SDR_Animal_ttb3,3.908,1080,1920,yuv420p,30.0,150,8,28423004
SDR_Animal_tu4t,4.376,1080,1920,yuv420p,30.0,150,8,26251688
SDR_Animal_tzu3,3.483,1080,1920,yuv420p,30.0,151,8,22237886
SDR_Animal_u3di,3.511,1080,1920,yuv420p,30.0,151,8,28965318
SDR_Animal_u5qs,4.383,1080,1920,yuv420p,30.0,150,8,37926568
SDR_Animal_ubgi,3.962,1080,1920,yuv420p,30.0,150,8,21778115
SDR_Animal_uddf,4.359,1080,1920,yuv420p,30.0,150,8,47584780
SDR_Animal_uedm,4.019,1080,1920,yuv420p,30.0,152,8,11622408
SDR_Animal_ukev,4.504,1080,1920,yuv420p,30.0,150,8,27200372
SDR_Animal_unjf,4.189,1080,1920,yuv420p,30.0,152,8,16257828
SDR_Animal_upl1,4.529,1080,1920,yuv420p,30.0,152,8,4977999
SDR_Animal_vgxf,4.226,1080,1920,yuv420p,30.0,151,8,20897669
SDR_Animal_vzcf,3.286,1080,1920,yuv420p,30.0,151,8,7232757
SDR_Animal_w1kz,4.115,1080,1920,yuv420p,30.0,151,8,33393042
SDR_Animal_w466,4.076,1080,1920,yuv420p,30.0,150,8,11455483
SDR_Animal_w4mb,4.311,1080,1920,yuv420p,30.0,152,8,22151161
SDR_Animal_w59e,3.95,1080,1920,yuv420p,30.0,150,8,984947
SDR_Animal_w9eo,3.88,1080,1920,yuv420p,30.0,150,8,45347369
SDR_Animal_wnxr,4.158,1080,1920,yuv420p,30.0,150,8,45157500
SDR_Animal_wtde,4.35,1080,1920,yuv420p,30.0,150,8,43025788
SDR_Animal_x5xy,4.428,1080,1920,yuv420p,30.0,150,8,30313316
SDR_Animal_xg55,3.979,1080,1920,yuv420p,30.0,150,8,15153120
SDR_Animal_xk77,4.237,1080,1920,yuv420p,30.0,150,8,24476736
SDR_Animal_xns7,4.0,1080,1920,yuv420p,30.0,151,8,15194887
SDR_Animal_xo4b,4.529,1080,1920,yuv420p,30.0,150,8,32662078
SDR_Animal_xwyi,4.276,1080,1920,yuv420p,30.0,150,8,68892520
SDR_Animal_xzo3,3.816,1080,1920,yuv420p,30.0,150,8,18211046
SDR_Animal_y056,4.211,1080,1920,yuv420p,30.0,150,8,41755161
SDR_Animal_y7eq,3.81,1080,1920,yuv420p,30.0,150,8,17515526
SDR_Animal_yf9x,4.2,1080,1920,yuv420p,30.0,150,8,47291299
SDR_Animal_ywkc,4.136,1080,1920,yuv420p,30.0,150,8,19255833
SDR_Animal_z9br,3.417,1080,1920,yuv420p,30.0,152,8,1581004
SDR_Animal_za82,4.033,1080,1920,yuv420p,30.0,150,8,2504972
SDR_Animal_zbh0,4.35,1080,1920,yuv420p,30.0,150,8,4728848
SDR_Animal_zdst,4.366,1080,1920,yuv420p,30.0,151,8,29344881
SDR_Animal_zzmd,4.382,1080,1920,yuv420p,30.0,151,8,25275317
SDR_Cooking_06uk,4.23,1080,1920,yuv420p,30.0,151,8,13392379
SDR_Cooking_0c1i,3.931,1080,1920,yuv420p,30.0,150,8,17362265
SDR_Cooking_0em4,3.745,1080,1920,yuv420p,30.0,150,8,18109275
SDR_Cooking_0gdv,3.12,1080,1920,yuv420p,30.0,150,8,8434835
SDR_Cooking_0tjc,4.264,1080,1920,yuv420p,30.0,150,8,2966257
SDR_Cooking_1rpm,4.676,1080,1920,yuv420p,30.0,152,8,23559847
SDR_Cooking_20qz,4.608,1080,1920,yuv420p,30.0,150,8,22578494
SDR_Cooking_24ze,4.56,1080,1920,yuv420p,30.0,152,8,11148383
SDR_Cooking_25ep,3.693,1080,1920,yuv420p,30.0,152,8,13829019
SDR_Cooking_28eu,4.326,1080,1920,yuv420p,30.0,151,8,23107223
SDR_Cooking_2bhp,3.842,1080,1920,yuv420p,30.0,150,8,39857382
SDR_Cooking_2f1e,3.157,1080,1920,yuv420p,30.0,152,8,11462377
SDR_Cooking_2jop,4.097,1080,1920,yuv420p,30.0,150,8,25949436
SDR_Cooking_2pk5,3.7,1080,1920,yuv420p,30.0,152,8,3691171
SDR_Cooking_39jl,4.079,1080,1920,yuv420p,30.0,150,8,20073987
SDR_Cooking_3btg,3.753,1080,1920,yuv420p,30.0,150,8,19357856
SDR_Cooking_3feb,4.468,1080,1920,yuv420p,30.0,151,8,21589967
SDR_Cooking_3lin,3.913,1080,1920,yuv420p,30.0,154,8,13255287
SDR_Cooking_418w,4.694,1080,1920,yuv420p,30.0,151,8,21520876
SDR_Cooking_41n5,4.044,1080,1920,yuv420p,30.0,151,8,39591258
SDR_Cooking_435f,4.215,1080,1920,yuv420p,30.0,150,8,23612848
SDR_Cooking_43yh,4.354,1080,1920,yuv420p,30.0,151,8,22261486
SDR_Cooking_4er9,3.7,1080,1920,yuv420p,30.0,150,8,27895006
SDR_Cooking_4fxy,4.438,1080,1920,yuv420p,30.0,153,8,18685399
SDR_Cooking_4qrg,4.497,1080,1920,yuv420p,30.0,151,8,15739942
SDR_Cooking_4rup,3.937,1080,1920,yuv420p,30.0,152,8,17738441
SDR_Cooking_4wpv,2.994,1080,1920,yuv420p,30.0,151,8,3391198
SDR_Cooking_4x6x,3.631,1080,1920,yuv420p,30.0,153,8,14538443
SDR_Cooking_4xf9,3.204,1080,1920,yuv420p,30.0,151,8,17504833
SDR_Cooking_550z,3.5,1080,1920,yuv420p,30.0,150,8,32044112
SDR_Cooking_5vqd,4.494,1080,1920,yuv420p,30.0,152,8,26057461
SDR_Cooking_6e4g,4.714,1080,1920,yuv420p,30.0,150,8,21782006
SDR_Cooking_6lka,4.314,1080,1920,yuv420p,30.0,151,8,14216868
SDR_Cooking_6zjp,4.4,1080,1920,yuv420p,30.0,151,8,18471963
SDR_Cooking_7auo,3.825,1080,1920,yuv420p,30.0,152,8,37218971
SDR_Cooking_7i2y,3.631,1080,1920,yuv420p,30.0,152,8,19457508
SDR_Cooking_7l79,4.668,1080,1920,yuv420p,30.0,153,8,31251701
SDR_Cooking_7rf8,3.945,1080,1920,yuv420p,30.0,151,8,21842740
SDR_Cooking_7t5s,3.364,1080,1920,yuv420p,30.0,152,8,1726124
SDR_Cooking_8434,3.861,1080,1920,yuv420p,30.0,152,8,10356170
SDR_Cooking_858n,4.281,1080,1920,yuv420p,30.0,151,8,30752382
SDR_Cooking_86o5,4.093,1080,1920,yuv420p,30.0,150,8,2798977
SDR_Cooking_890g,4.438,1080,1920,yuv420p,30.0,150,8,3992051
SDR_Cooking_8f56,4.092,1080,1920,yuv420p,30.0,151,8,10812829
SDR_Cooking_8rn6,3.444,1080,1920,yuv420p,30.0,151,8,10388199
SDR_Cooking_8ucd,3.917,1080,1920,yuv420p,30.0,150,8,20963265
SDR_Cooking_8wfx,4.632,1080,1920,yuv420p,30.0,151,8,19806071
SDR_Cooking_8xjm,4.35,1080,1920,yuv420p,30.0,150,8,23634880
SDR_Cooking_9ccn,4.4,1080,1920,yuv420p,30.0,151,8,34119212
SDR_Cooking_9ek9,3.892,1080,1920,yuv420p,30.0,150,8,14237929
SDR_Cooking_9fx8,4.594,1080,1920,yuv420p,30.0,153,8,1465239
SDR_Cooking_9qx0,3.945,1080,1920,yuv420p,30.0,150,8,7820825
SDR_Cooking_9rn1,4.332,1080,1920,yuv420p,30.0,151,8,34919175
SDR_Cooking_9x15,4.33,1080,1920,yuv420p,30.0,150,8,33794459
SDR_Cooking_acl0,4.4,1080,1920,yuv420p,30.0,150,8,9386500
SDR_Cooking_addk,4.688,1080,1920,yuv420p,30.0,152,8,25909037
SDR_Cooking_ajch,4.208,1080,1920,yuv420p,30.0,151,8,21577484
SDR_Cooking_alon,4.353,1080,1920,yuv420p,30.0,150,8,1458236
SDR_Cooking_b1y2,4.025,1080,1920,yuv420p,30.0,150,8,24023212
SDR_Cooking_b7e2,3.453,1080,1920,yuv420p,30.0,150,8,16685611
SDR_Cooking_bji1,4.567,1080,1920,yuv420p,30.0,150,8,47104721
SDR_Cooking_bqkj,4.308,1080,1920,yuv420p,30.0,151,8,26302528
SDR_Cooking_bxe3,4.206,1080,1920,yuv420p,30.0,150,8,14158171
SDR_Cooking_c7ow,4.577,1080,1920,yuv420p,30.0,152,8,19614882
SDR_Cooking_cng9,4.73,1080,1920,yuv420p,30.0,153,8,23630619
SDR_Cooking_cos1,4.409,1080,1920,yuv420p,30.0,151,8,32887953
SDR_Cooking_cp64,4.033,1080,1920,yuv420p,30.0,150,8,8356883
SDR_Cooking_ctvg,4.471,1080,1920,yuv420p,30.0,150,8,15037912
SDR_Cooking_d220,4.344,1080,1920,yuv420p,30.0,152,8,10665835
SDR_Cooking_d72o,4.258,1080,1920,yuv420p,30.0,150,8,26569744
SDR_Cooking_d7vk,4.326,1080,1920,yuv420p,30.0,151,8,15570235
SDR_Cooking_d88z,4.48,1080,1920,yuv420p,30.0,151,8,46585166
SDR_Cooking_dce4,4.468,1080,1920,yuv420p,30.0,152,8,11250290
SDR_Cooking_dfb8,4.281,1080,1920,yuv420p,30.0,150,8,34692075
SDR_Cooking_drjp,4.048,1080,1920,yuv420p,30.0,150,8,44636536
SDR_Cooking_du04,3.993,1080,1920,yuv420p,30.0,151,8,33522389
SDR_Cooking_dy3w,3.837,1080,1920,yuv420p,30.0,150,8,15050644
SDR_Cooking_e4zo,4.013,1080,1920,yuv420p,30.0,151,8,25450881
SDR_Cooking_e85b,4.573,1080,1920,yuv420p,30.0,150,8,27401622
SDR_Cooking_e86h,3.025,1080,1920,yuv420p,30.0,151,8,7744353
SDR_Cooking_eybu,4.256,1080,1920,yuv420p,30.0,150,8,39052900
SDR_Cooking_f4ky,4.471,1080,1920,yuv420p,30.0,151,8,11802629
SDR_Cooking_f627,4.067,1080,1920,yuv420p,30.0,152,8,13390807
SDR_Cooking_fpvr,4.393,1080,1920,yuv420p,30.0,151,8,21943029
SDR_Cooking_fucz,4.464,1080,1920,yuv420p,30.0,154,8,16404227
SDR_Cooking_fwrt,3.641,1080,1920,yuv420p,30.0,150,8,24661782
SDR_Cooking_fxtg,4.237,1080,1920,yuv420p,30.0,157,8,22876061
SDR_Cooking_fzny,4.015,1080,1920,yuv420p,30.0,153,8,13163121
SDR_Cooking_g4ee,3.743,1080,1920,yuv420p,30.0,150,8,3022035
SDR_Cooking_gawq,4.372,1080,1920,yuv420p,30.0,152,8,25936335
SDR_Cooking_gbha,3.792,1080,1920,yuv420p,30.0,150,8,21730129
SDR_Cooking_gc1o,4.127,1080,1920,yuv420p,30.0,150,8,27798062
SDR_Cooking_gedw,3.929,1080,1920,yuv420p,30.0,152,8,10634682
SDR_Cooking_ghai,3.871,1080,1920,yuv420p,30.0,150,8,19972643
SDR_Cooking_gj7i,4.579,1080,1920,yuv420p,30.0,152,8,20108347
SDR_Cooking_gz0n,4.217,1080,1920,yuv420p,30.0,150,8,51574566
SDR_Cooking_h2wn,4.088,1080,1920,yuv420p,30.0,151,8,21959272
SDR_Cooking_h5i7,4.216,1080,1920,yuv420p,30.0,151,8,16613403
SDR_Cooking_h6qi,4.708,1080,1920,yuv420p,30.0,152,8,27179321
SDR_Cooking_hmlx,4.082,1080,1920,yuv420p,30.0,152,8,11413768
SDR_Cooking_hmv1,4.396,1080,1920,yuv420p,30.0,150,8,16343401
SDR_Cooking_hozq,3.822,1080,1920,yuv420p,30.0,150,8,10502523
SDR_Cooking_hqh9,4.468,1080,1920,yuv420p,30.0,150,8,12524617
SDR_Cooking_i2iu,3.98,1080,1920,yuv420p,30.0,151,8,22594272
SDR_Cooking_i46c,4.129,1080,1920,yuv420p,30.0,150,8,3417246
SDR_Cooking_i483,4.132,1080,1920,yuv420p,30.0,150,8,17641566
SDR_Cooking_ietm,4.414,1080,1920,yuv420p,30.0,150,8,19784601
SDR_Cooking_ipi3,4.439,1080,1920,yuv420p,30.0,151,8,18760294
SDR_Cooking_iwm2,4.451,1080,1920,yuv420p,30.0,151,8,18138073
SDR_Cooking_j69w,4.168,1080,1920,yuv420p,30.0,151,8,16169192
SDR_Cooking_jla4,4.513,1080,1920,yuv420p,30.0,151,8,32156288
SDR_Cooking_jy1n,3.547,1080,1920,yuv420p,30.0,150,8,33615601
SDR_Cooking_kd1q,4.04,1080,1920,yuv420p,30.0,151,8,24522387
SDR_Cooking_khpm,4.623,1080,1920,yuv420p,30.0,152,8,13474132
SDR_Cooking_kj2q,4.138,1080,1920,yuv420p,30.0,150,8,8467979
SDR_Cooking_kncj,4.731,1080,1920,yuv420p,30.0,151,8,22169043
SDR_Cooking_kwgm,4.377,1080,1920,yuv420p,30.0,151,8,5067288
SDR_Cooking_kwyv,4.426,1080,1920,yuv420p,30.0,150,8,1246489
SDR_Cooking_l76l,4.533,1080,1920,yuv420p,30.0,151,8,21929340
SDR_Cooking_l7lq,4.413,1080,1920,yuv420p,30.0,151,8,22272136
SDR_Cooking_lbb0,3.352,1080,1920,yuv420p,30.0,150,8,12509342
SDR_Cooking_lkjw,4.19,1080,1920,yuv420p,30.0,153,8,11419730
SDR_Cooking_lphr,3.531,1080,1920,yuv420p,30.0,150,8,8938523
SDR_Cooking_lzrr,4.074,1080,1920,yuv420p,30.0,150,8,8150219
SDR_Cooking_mhaa,4.371,1080,1920,yuv420p,30.0,151,8,21001741
SDR_Cooking_mkce,4.164,1080,1920,yuv420p,30.0,153,8,5838843
SDR_Cooking_mmbc,3.122,1080,1920,yuv420p,30.0,152,8,9693300
SDR_Cooking_msfz,4.085,1080,1920,yuv420p,30.0,151,8,30086031
SDR_Cooking_n8q0,3.841,1080,1920,yuv420p,30.0,152,8,13393315
SDR_Cooking_nc2l,4.448,1080,1920,yuv420p,30.0,151,8,15855882
SDR_Cooking_nmjf,4.087,1080,1920,yuv420p,30.0,152,8,14635638
